fpath,feat_corr_gb,feat_corr_rb,feat_corr_rg,category
airplanes_0001.jpg,0.9477497709383688,0.8235506802074434,0.9469886548293448,airplanes
airplanes_0002.jpg,0.9893476047860869,0.8403898732373405,0.8398836861860931,airplanes
airplanes_0003.jpg,0.8458770962540991,0.4919773602024693,0.8480781059953957,airplanes
airplanes_0004.jpg,0.8440770363295221,0.6272416771784994,0.8784145683011506,airplanes
airplanes_0005.jpg,0.7502731918935751,0.7649981700843592,0.9792631371459308,airplanes
airplanes_0006.jpg,0.9774536324268064,0.9236402651392326,0.9682785600140956,airplanes
airplanes_0007.jpg,0.9410725056418728,0.8254676959534196,0.9222820478201076,airplanes
airplanes_0008.jpg,0.9423907036190174,0.8778014226679851,0.970041974612467,airplanes
airplanes_0009.jpg,0.9710081670552524,0.953407880636732,0.9736468862313382,airplanes
airplanes_0010.jpg,0.9655748898738632,0.9386732124102812,0.9919341672873376,airplanes
airplanes_0011.jpg,0.9490547803094564,0.9385403255382304,0.9960056625914516,airplanes
airplanes_0012.jpg,0.9891481164395286,0.964655034253843,0.9891742702502452,airplanes
airplanes_0013.jpg,0.9399928981259921,0.8545974930909823,0.9665116056967026,airplanes
airplanes_0014.jpg,0.9874170250758204,0.9708739617335732,0.9897334735594864,airplanes
airplanes_0015.jpg,0.8552205614951879,0.8863267501558855,0.9465992567479488,airplanes
airplanes_0016.jpg,0.9863142229865308,0.97011319893838,0.9900860647978058,airplanes
airplanes_0017.jpg,0.8824275489521397,0.8921213520759861,0.927395313661359,airplanes
airplanes_0018.jpg,0.8660043306501265,0.9067259810689317,0.9670000478213264,airplanes
airplanes_0019.jpg,0.9609478615370964,0.9238101881679917,0.98303879740363,airplanes
airplanes_0020.jpg,0.9774126612988426,0.9532729713525332,0.9887426149381496,airplanes
airplanes_0021.jpg,0.9830427694347966,0.9303962745381916,0.9723027795217828,airplanes
airplanes_0022.jpg,0.9562836735756578,0.6801457954457167,0.6010806571947429,airplanes
airplanes_0023.jpg,0.9911864023703691,0.978752526600284,0.9934205262399902,airplanes
airplanes_0024.jpg,0.9576624933077466,0.8042744659118438,0.9330684226855348,airplanes
airplanes_0025.jpg,0.9956616160887533,0.9810675783011,0.9916148425409572,airplanes
airplanes_0026.jpg,0.9687145426445,0.966288802492316,0.9858581885214484,airplanes
airplanes_0027.jpg,0.9732651410864398,0.9663643261307756,0.9852880629983476,airplanes
airplanes_0028.jpg,0.9559695541842974,0.9627014982892677,0.9870314685637748,airplanes
airplanes_0029.jpg,0.9559703846692164,0.9687052548455538,0.9879973028125988,airplanes
airplanes_0030.jpg,0.9648350489389768,0.8795018174136815,0.9674640822882348,airplanes
airplanes_0031.jpg,0.9953416093485888,0.9925615871964516,0.9951558822331258,airplanes
airplanes_0032.jpg,0.9558340521874404,0.9343583997318292,0.9880357513276548,airplanes
airplanes_0033.jpg,0.9603890402839655,0.9446744730615104,0.9956728751527684,airplanes
airplanes_0034.jpg,0.9708328022640028,0.9398302244986484,0.9887857070574384,airplanes
airplanes_0035.jpg,0.9252844151438544,0.912593105184604,0.9879447683408684,airplanes
airplanes_0036.jpg,0.9872814457228614,0.9755603220807304,0.9858305168503366,airplanes
airplanes_0037.jpg,0.9565660320400008,0.9736555547848688,0.994574313482091,airplanes
airplanes_0038.jpg,0.9481198374556302,0.9119569138319416,0.9899677842590084,airplanes
airplanes_0039.jpg,0.9388664541443068,0.79408036827363,0.944551543341126,airplanes
airplanes_0040.jpg,0.9151723347661044,0.8590340664977654,0.9807529369289396,airplanes
airplanes_0041.jpg,0.9680575340830648,0.9417724971177698,0.9911282246001348,airplanes
airplanes_0042.jpg,0.8608257180251053,0.6020569169125439,0.894859716355188,airplanes
airplanes_0043.jpg,0.9909973024668984,0.9754571652652452,0.989383230621646,airplanes
airplanes_0044.jpg,0.9067382013670252,0.6879154217616406,0.91194381602122,airplanes
airplanes_0045.jpg,0.9186674873973676,0.703548587984795,0.909680369665072,airplanes
airplanes_0046.jpg,0.9676003333469112,0.930906898826831,0.9618296684527232,airplanes
airplanes_0047.jpg,0.9835645217315508,0.962357861536528,0.9923041200180001,airplanes
airplanes_0048.jpg,0.9325563592168212,0.7806254393584805,0.8541155883878511,airplanes
airplanes_0049.jpg,0.9908400761287351,0.8487808102703064,0.8979917331369937,airplanes
airplanes_0050.jpg,0.9350602777591642,0.9109764094553036,0.9918699709808396,airplanes
airplanes_0051.jpg,0.9584314279862998,0.9437781040207462,0.9952186174628216,airplanes
airplanes_0052.jpg,0.968731990455174,0.9208678534018274,0.9602887520874924,airplanes
airplanes_0053.jpg,0.9300576511353786,0.9043852281451258,0.9738310182457944,airplanes
airplanes_0054.jpg,0.964388868096838,0.8029405611853591,0.9245679332008422,airplanes
