fpath,feat_hog_01,feat_hog_02,feat_hog_03,feat_hog_04,feat_hog_05,feat_hog_06,feat_hog_07,feat_hog_08,feat_hog_09,feat_hog_10,feat_hog_11,feat_hog_12,feat_hog_13,feat_hog_14,feat_hog_15
airplanes_0001.jpg,28.02992719060471,-20.892284314912803,20.518393423778345,-20.260620836727462,21.509397222747854,1.0131564326623108,-3.6480931783088386,-8.806871034752799,7.005750446047599,9.930923325939986,-5.412189612695496,-14.508794912981369,-1.0283566413554015,1.0893514782220095,-7.223824577506508
airplanes_0002.jpg,-17.091397229251438,-47.663744270955476,4.626543242132992,3.4739203320124203,-11.926458179816281,-6.160377911377558,-21.83879498873932,14.741667650737364,3.224082974892278,-20.077497703450863,14.006389544451192,8.419409220113998,9.617506283385639,-2.599107338369193,-1.144329364704558
airplanes_0003.jpg,12.107501497475953,-32.86646605803132,14.115056640781816,-13.251214502382615,19.526815457025265,-6.38117401170067,-4.453282620096431,12.217935407667632,-13.061382042557685,28.04781229377389,-3.488185843376727,11.758094045874712,15.483813078627488,-6.275941957575702,9.432191230997859
airplanes_0004.jpg,8.37295432927292,-12.038496212211655,2.1646421215401483,5.769663224723204,2.4365419993714212,-17.182945259919087,-2.0983757251323047,16.685621107161886,-1.3503254292240023,5.807529078284211,-13.35721392116162,-7.205804556044942,0.6334574372486228,-10.39305345476656,-4.2162048920131605
airplanes_0005.jpg,23.105428842980864,-22.538016804434132,26.540640967330667,4.499771737680407,6.665266345633644,5.772792782769663,-11.886442302685403,8.038304310709076,4.998719475220339,-0.16651109089661273,-0.08808242307444614,7.326082665575787,-10.50050242310842,21.734667807916537,0.2735741646729379
airplanes_0006.jpg,9.97027851283584,-58.47051691711813,19.746126575742267,-3.5203439916180077,15.081877326726172,-13.74748924314155,-11.11219731506014,15.407035969440162,-7.691994063474941,25.892303269846924,3.1294212965486894,14.795127117983489,3.6458254211173124,-9.125611752972679,11.78678380923951
airplanes_0007.jpg,14.289355086784978,-36.73840208232552,31.840985470756944,-7.548609185559157,19.03425994328277,-1.4131122159472336,-7.121606055834101,21.937495137232503,4.153330626047119,8.911351429088883,-9.329301311437503,-18.72657808206944,-8.025299809398533,6.444798435237086,-2.7647572884111593
airplanes_0008.jpg,9.918256645150928,-20.452292753847246,27.97273849935249,-24.494668383746934,5.085058125907298,3.4495542993930433,-9.900093525758539,1.865388695081239,-3.700917363899754,-1.8827692873018833,-12.427356379018477,-23.08321042690293,4.8523656766088346,0.7421648072594051,-8.683308678142375
airplanes_0009.jpg,15.994791324705925,-20.37222921351679,13.617951008346878,-8.8311065293231,11.623341887795728,-5.200108990887683,-12.917386482702257,30.51347119228909,0.8618576765802032,17.77706436058258,-7.969003904353147,11.628216378549508,11.764281117847721,-10.502451476616734,12.325611645300803
airplanes_0010.jpg,-1.638535370450488,-35.41428660039459,21.504944860574486,4.352645564449174,1.3908048351954319,-5.414855398585079,-6.948264803127035,-0.030151615885456357,5.943872611278968,2.0572650638728853,-6.443119635795445,12.792263419752672,26.332454645969456,-4.488510905483644,-8.928384731731057
