fpath,feat_power_01,feat_power_02,feat_power_03,feat_power_04,feat_power_05,feat_power_06,feat_power_07,feat_power_08,feat_power_09,feat_power_10,feat_power_11,feat_power_12
airplanes_0001.jpg,0.2165998133978609,0.12334947974117685,0.09391663985018382,0.06660781932918744,0.04732027244636644,0.02283201780984928,0.027507501583665817,0.04885056777919093,0.08854553773686055,0.22963982270348085,0.034080504600899564,0.0007500230212811429
airplanes_0002.jpg,0.20508856201817674,0.11170595776929107,0.084403595250211,0.05343707757975784,0.034027392055903403,0.01600837742531061,0.02415199357466013,0.045141329321096685,0.08711106319864308,0.2936349111907469,0.04480361141840203,0.0004861291978034117
airplanes_0003.jpg,0.20230717663129905,0.11829215698143362,0.09321142316575608,0.0691784403457833,0.05175586090989316,0.025182285012689484,0.029227896515516275,0.05242314169330933,0.09590343807034944,0.22197413848849454,0.03973366406835465,0.0008103781171275742
airplanes_0004.jpg,0.1789187462803195,0.12031109370078108,0.0954585200652924,0.07299231235277275,0.056705700638668186,0.026743718236131538,0.03019021123948953,0.05152879155254854,0.09487162297146012,0.2255354359178205,0.04597708015987082,0.0007667668848492629
airplanes_0005.jpg,0.19131169813204868,0.11044900224186543,0.08045986922935558,0.06011757800108511,0.04650830788419701,0.022674007747005984,0.0274248799679547,0.051868355691408616,0.1086147137693694,0.2684050263277449,0.031765756337720955,0.0004008046702469674
airplanes_0006.jpg,0.2162835620686102,0.10763816287099208,0.07649120278904822,0.052347074537249294,0.04028716390414347,0.019703533692920758,0.021791512804026605,0.036712511256318525,0.08022181773973246,0.3033833792711603,0.04402974011001207,0.0011103389557886967
airplanes_0007.jpg,0.2120776350341975,0.11392778282424873,0.08384852921186367,0.06080806548970227,0.045121504277266834,0.021721095684466483,0.0249252938126468,0.0446083506316129,0.09284956766243978,0.2608139016749571,0.03851410372574759,0.0007841699708467237
airplanes_0008.jpg,0.22189460600278027,0.12593687413583846,0.0941093849110652,0.0706236023576853,0.04952553875681602,0.0251843537103398,0.02298779773566184,0.03692297969535281,0.08310507300035433,0.2273426706046409,0.041694858239522785,0.0006722608499463891
airplanes_0009.jpg,0.2274863692482109,0.11502883662897682,0.0839827365000872,0.060800394743113724,0.04466595113280871,0.022919957981825008,0.025053943473877405,0.04320454065500226,0.08093502188124857,0.2525833430985874,0.042596657618475135,0.0007422470377825598
airplanes_0010.jpg,0.22988807706405184,0.10085651692613892,0.07598268697413564,0.05520834058421386,0.0432509309432757,0.02138688352373616,0.02322061408536306,0.03944172060015813,0.07919500215304824,0.2812556722335478,0.049374064490255457,0.0009394904220754684
airplanes_0011.jpg,0.2188300858821961,0.11202150106565127,0.0777026575685159,0.05855582248065755,0.04452833398513677,0.022765462611434386,0.025804143763900275,0.04171251800444928,0.07793464428328195,0.273231391056226,0.0460554843364536,0.0008579549620966085
airplanes_0012.jpg,0.24987064349837765,0.12668517046643896,0.08174300078777003,0.053730780415855946,0.04187451152673302,0.018677236692565387,0.02468185051009196,0.044032128812421516,0.09049798798496966,0.23223828025052545,0.03534707581989217,0.0006213332343547492
airplanes_0013.jpg,0.22418408907341672,0.11323340250258795,0.0873639811734362,0.06860364174896035,0.04806035373898236,0.020402708347666748,0.028445608161931382,0.04415575713109123,0.06956852353017301,0.2424625600742995,0.052256266798910975,0.0012631077185395767
airplanes_0014.jpg,0.2332552951082145,0.1281208580890128,0.0856471869855941,0.05132398833984318,0.03586352895010274,0.017637386812687332,0.02325751304517592,0.03724645606146682,0.07407365791781473,0.2703795415988544,0.04268453490496717,0.00051005218626989
airplanes_0015.jpg,0.19074614840877208,0.13045948837719207,0.0956922497872434,0.07327665127570034,0.05548174767678515,0.0220735682462516,0.022645702920384897,0.04285633410323431,0.08460805016272581,0.2364605274533422,0.0450678746337054,0.0006316569546668014
airplanes_0016.jpg,0.23941908584324176,0.11499157550288087,0.07763842988738716,0.05111767496119842,0.04175922395846457,0.020707199949704123,0.023824120786025117,0.038655463763568376,0.07762260726633342,0.271920437535555,0.04104207780714747,0.00130210273849587
airplanes_0017.jpg,0.2274522715467659,0.12283104720764355,0.0888812974677763,0.061038369584449276,0.04929397685560298,0.021051669490366454,0.023621572745508718,0.04279646501245003,0.0819350463699771,0.2409032497321668,0.039319128114828114,0.0008759058724662832
airplanes_0018.jpg,0.21693745271142453,0.121957736021026,0.09069123718715012,0.06816726630520505,0.05242806960914394,0.02205257093633785,0.024276470901856504,0.04413452007752786,0.0805344939945007,0.2297271400647852,0.04793270592447724,0.0011603362665692973
airplanes_0019.jpg,0.2064949203426433,0.1086249375567827,0.0758698941247641,0.056366445546097765,0.038710238942242514,0.01969004293404562,0.026114709567009214,0.04968323805093573,0.0906419133568855,0.2911680006953835,0.035752995103739534,0.0008826637794708918
airplanes_0020.jpg,0.22035686055336448,0.10610388047875877,0.0828170077151626,0.0591404041649858,0.041495350963325205,0.02379295963394696,0.032501070535726116,0.05606187800590159,0.08546890924941151,0.2558076952941828,0.03589684996355488,0.000557133441677099
